customer_id,gender,is_senior,has_partner,has_dependents,months_as_customer,has_phone_service,has_multiple_lines,primary_product,has_security_product,has_backup_product,has_protection_plan,has_support_plan,has_streaming_tv,has_streaming_movies,account_type,is_paperless,payment_method,monthly_transaction_volume,total_transaction_volume,churned,revenue_per_month,charge_consistency,is_high_value,is_early_stage,tenure_group,product_adoption_score,is_multi_product,is_autopay
4844-JJWUY,Female,1,0,0,1,1,No,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,86.0,86.0,1,86.0,1.0,0,1,early,2,0,0
6777-TGHTM,Female,0,0,0,53,1,Yes,Fiber optic,1,0,1,0,1,1,One year,1,Credit card (automatic),106.95,5785.5,1,109.16,0.9798,1,0,loyal,4,1,1
8909-BOLNL,Male,0,0,0,3,1,No,No,0,0,0,0,0,0,One year,0,Mailed check,21.2,52.05,0,17.35,1.2219,0,1,early,0,0,0
6603-YRDCJ,Male,0,1,0,33,1,No,DSL,1,1,0,1,0,0,Two year,1,Mailed check,61.05,2018.4,0,61.16,0.9982,0,0,established,3,1,0
3538-WZPHD,Male,0,0,0,3,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,29.6,79.45,1,26.48,1.1178,0,1,early,1,0,0
3229-USWAR,Female,0,0,0,34,1,No,DSL,1,0,1,1,1,1,One year,1,Bank transfer (automatic),79.95,2727.3,0,80.21,0.9968,0,0,established,5,1,1
2138-VFAPZ,Female,0,1,1,14,1,No,No,0,0,0,0,0,0,Two year,1,Mailed check,19.7,263.65,0,18.83,1.0462,0,0,growing,0,0,0
6131-JLWZM,Female,0,0,0,13,1,No,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.3,275.4,0,21.18,0.9585,0,0,growing,0,0,0
4785-QRJHC,Male,1,1,0,46,0,No phone service,DSL,0,1,1,1,1,1,One year,1,Bank transfer (automatic),59.9,2816.65,1,61.23,0.9783,0,0,established,5,1,1
0269-XFESX,Male,0,1,1,23,1,Yes,No,0,0,0,0,0,0,One year,0,Mailed check,24.35,538.5,0,23.41,1.0402,0,0,growing,0,0,0
1709-EJDOX,Female,0,1,1,47,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,948.9,0,20.19,0.9782,0,0,established,0,0,0
4316-XCSLJ,Male,0,0,1,17,1,No,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,50.3,846.8,0,49.81,1.0098,0,0,growing,1,0,0
8610-WFCJF,Female,0,1,1,49,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.6,4783.5,1,97.62,0.9793,1,0,loyal,2,0,0
9693-XMUOB,Male,1,1,0,59,0,No phone service,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,50.25,2997.45,0,50.8,0.9892,0,0,loyal,3,1,0
0383-CLDDA,Female,0,0,0,69,1,Yes,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),85.35,5897.4,0,85.47,0.9986,0,0,loyal,5,1,1
4905-JEFDW,Male,0,0,0,11,0,No phone service,DSL,0,0,1,0,1,0,One year,1,Electronic check,41.6,470.6,1,42.78,0.9724,0,1,early,2,0,0
2709-UQGNP,Male,0,0,0,10,1,No,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,51.65,524.5,0,52.45,0.9847,0,1,early,1,0,0
3549-ZTMNH,Male,0,1,1,12,1,Yes,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.0,269.65,0,22.47,1.0681,0,1,early,0,0,1
7881-INRLC,Male,0,0,0,45,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),100.85,4740.0,1,105.33,0.9575,1,0,established,3,1,1
8033-ATFAS,Female,0,1,1,39,1,No,DSL,0,0,1,0,1,0,Month-to-month,1,Mailed check,59.85,2341.5,0,60.04,0.9968,0,0,established,2,0,0
1635-NZATJ,Male,1,1,0,71,1,Yes,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.45,1789.65,0,25.21,1.0095,0,0,loyal,0,0,1
0562-HKHML,Male,0,1,1,71,1,Yes,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),23.9,1626.4,0,22.91,1.0432,0,0,loyal,0,0,1
8277-RVRSV,Female,0,1,1,33,1,Yes,No,0,0,0,0,0,0,One year,0,Credit card (automatic),24.15,800.3,0,24.25,0.9959,0,0,established,0,0,1
9943-VSZUV,Male,1,0,0,67,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.7,5060.85,0,75.54,1.0021,0,0,loyal,0,0,0
0117-LFRMW,Male,0,1,1,37,0,No phone service,DSL,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),40.2,1448.8,1,39.16,1.0266,0,0,established,3,1,1
6172-FECYY,Male,0,1,1,49,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,84.5,4254.85,1,86.83,0.9732,0,0,loyal,1,0,0
7054-ENNGU,Female,0,1,0,9,1,No,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.85,466.6,0,51.84,0.9809,0,1,early,1,0,0
1455-HFBXA,Male,0,1,0,52,1,Yes,Fiber optic,1,0,1,1,0,0,Two year,1,Credit card (automatic),91.6,4627.8,0,89.0,1.0292,1,0,loyal,3,1,1
9402-CXWPL,Female,0,0,0,70,1,Yes,Fiber optic,0,1,0,0,1,1,One year,0,Electronic check,98.9,6838.6,0,97.69,1.0124,1,0,loyal,3,1,0
1628-BIZYP,Male,0,0,0,1,1,No,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,85.0,85.0,0,85.0,1.0,0,1,early,2,0,0
1965-AKTSX,Female,1,0,0,14,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,78.95,1101.85,1,78.7,1.0032,0,0,growing,1,0,0
0082-LDZUE,Male,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.3,44.3,0,44.3,1.0,0,1,early,0,0,0
4786-UKSNZ,Male,0,0,0,1,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,20.2,1,20.2,1.0,0,1,early,0,0,0
5343-SGUBI,Female,0,0,0,52,1,Yes,Fiber optic,0,1,0,0,0,0,One year,1,Mailed check,80.2,4297.6,0,82.65,0.9704,0,0,loyal,1,0,0
0856-NAOES,Male,0,0,0,6,1,No,DSL,0,0,1,0,1,0,Month-to-month,0,Mailed check,60.9,414.1,0,69.02,0.8824,0,1,early,2,0,0
1976-AZZPJ,Male,0,1,0,7,0,No phone service,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,34.2,256.6,0,36.66,0.9329,0,1,early,2,0,0
7248-VZQLC,Female,1,0,0,47,1,Yes,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),85.2,3969.35,1,84.45,1.0089,0,0,established,2,0,1
6156-UZDLF,Female,0,0,0,26,1,No,Fiber optic,1,0,1,1,0,0,One year,1,Credit card (automatic),87.15,2274.1,0,87.47,0.9963,0,0,established,3,1,1
3099-OONVS,Male,0,1,1,25,1,No,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.3,1296.8,0,51.87,1.0468,0,0,established,2,0,0
9500-WBGRP,Male,0,0,0,69,1,No,No,0,0,0,0,0,0,Two year,1,Mailed check,19.1,1268.85,0,18.39,1.0386,0,0,loyal,0,0,0
5183-KLYEM,Female,0,0,0,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),112.75,8192.6,0,113.79,0.9909,1,0,loyal,6,1,1
5144-PQCDZ,Male,0,0,0,4,1,No,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.95,59.25,0,14.81,1.3471,0,1,early,0,0,0
8514-VZHEB,Male,0,1,1,59,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,19.5,1147.85,0,19.46,1.0021,0,0,loyal,0,0,0
6625-IUTTT,Male,0,0,0,67,1,No,DSL,1,0,1,0,0,1,Two year,0,Bank transfer (automatic),65.55,4361.55,0,65.1,1.0069,0,0,loyal,3,1,1
9355-NPPFS,Female,1,0,0,26,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,78.8,2006.1,0,77.16,1.0213,0,0,established,1,0,0
0068-FIGTF,Female,0,0,0,27,1,No,DSL,0,1,1,1,1,1,One year,0,Mailed check,78.2,2078.95,0,77.0,1.0156,0,0,established,5,1,0
5965-GGPRW,Male,0,1,1,72,1,Yes,Fiber optic,1,0,1,0,1,1,Two year,0,Bank transfer (automatic),105.25,7609.75,0,105.69,0.9958,1,0,loyal,4,1,1
8035-PWSEV,Female,0,0,0,6,1,No,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,89.25,487.05,0,81.18,1.0994,0,1,early,3,1,0
2236-HILPA,Male,0,1,1,62,1,No,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.65,1218.45,0,19.65,1.0509,0,0,loyal,0,0,1
1840-BIUOG,Male,0,0,0,20,1,Yes,DSL,0,1,0,1,1,0,One year,1,Electronic check,68.7,1416.2,0,70.81,0.9702,0,0,growing,3,1,0
1356-MKYSK,Male,0,0,0,6,1,No,DSL,1,0,1,1,1,1,Month-to-month,0,Credit card (automatic),78.65,483.3,0,80.55,0.9764,0,1,early,5,1,1
6080-LNESI,Male,0,0,0,51,1,Yes,No,0,0,0,0,0,0,Two year,0,Mailed check,24.75,1234.6,0,24.21,1.0223,0,0,loyal,0,0,0
1830-IPXVJ,Female,0,1,1,61,1,No,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.75,1311.6,0,21.5,0.9186,0,0,loyal,0,0,1
5828-DWPIL,Male,1,1,0,62,1,Yes,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,89.1,5618.3,0,90.62,0.9832,0,0,loyal,3,1,0
8398-TBIYD,Female,0,0,0,72,1,Yes,Fiber optic,1,0,0,1,0,0,Two year,1,Bank transfer (automatic),84.7,6185.15,0,85.9,0.986,0,0,loyal,2,0,1
0011-IGKFF,Male,1,1,0,13,1,No,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,98.0,1237.85,1,95.22,1.0292,1,0,growing,4,1,0
4192-GORJT,Male,0,1,0,5,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.45,498.1,1,99.62,0.9481,1,1,early,3,1,0
6496-SLWHQ,Male,1,0,0,3,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.0,294.45,1,98.15,1.0698,1,1,early,4,1,0
9912-GVSEQ,Female,1,1,0,26,1,Yes,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,93.85,2381.55,1,91.6,1.0246,1,0,established,3,1,0
2931-FSOHN,Male,1,0,0,13,1,No,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,59.9,788.35,0,60.64,0.9878,0,0,growing,2,0,0
9418-RUKPH,Female,0,1,1,38,1,No,No,0,0,0,0,0,0,Two year,1,Mailed check,19.95,756.4,0,19.91,1.002,0,0,established,0,0,0
5383-MMTWC,Female,1,1,0,8,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.0,613.4,1,76.68,1.0955,0,1,early,1,0,0
9971-ZWPBF,Male,1,1,1,34,1,Yes,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,108.9,3625.2,0,106.62,1.0214,1,0,established,5,1,0
4712-AUQZO,Male,0,0,0,18,0,No phone service,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,33.6,550.35,0,30.58,1.0988,0,0,growing,2,0,0
9711-FJTBX,Male,0,1,1,56,1,No,Fiber optic,0,1,1,1,0,0,One year,1,Mailed check,85.85,4793.8,0,85.6,1.0029,0,0,loyal,3,1,0
2908-ZTPNF,Female,0,0,0,36,0,No phone service,DSL,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),34.85,1267.2,0,35.2,0.9901,0,0,established,2,0,1
7240-ETPTR,Female,0,1,0,9,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,48.75,442.2,1,49.13,0.9923,0,1,early,3,1,0
2202-CUYXZ,Male,0,0,0,1,1,No,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.85,84.85,1,84.85,1.0,0,1,early,2,0,0
5995-OIGLP,Male,0,0,0,12,1,No,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,56.65,654.85,1,54.57,1.0381,0,1,early,2,0,0
8421-WZOOW,Female,1,1,1,57,1,No,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Credit card (automatic),95.3,5567.45,0,97.67,0.9757,1,0,loyal,4,1,1
6261-RCVNS,Female,0,0,0,42,1,No,DSL,1,1,1,1,0,1,One year,0,Credit card (automatic),73.9,3160.55,1,75.25,0.9821,0,0,established,5,1,1
7951-QKZPL,Female,0,1,1,33,1,Yes,No,0,0,0,0,0,0,Two year,1,Mailed check,24.5,740.3,1,22.43,1.0923,0,0,established,0,0,0
1414-YADCW,Male,0,1,0,70,1,No,Fiber optic,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),84.6,5706.2,0,81.52,1.0378,0,0,loyal,3,1,1
8756-RDDLT,Female,0,0,0,68,0,No phone service,DSL,0,1,0,1,0,1,Month-to-month,0,Electronic check,44.95,3085.35,0,45.37,0.9907,0,0,loyal,3,1,0
2862-PFNIK,Male,0,0,1,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.7,24.7,0,24.7,1.0,0,1,early,0,0,0
5816-QVHRX,Female,0,0,0,37,1,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),100.3,3541.4,0,95.71,1.048,1,0,established,3,1,1
4430-YHXGG,Female,0,0,1,4,1,Yes,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.45,84.2,0,21.05,1.209,0,1,early,0,0,0
6888-SBYAI,Male,0,0,0,1,1,No,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,50.7,50.7,0,50.7,1.0,0,1,early,1,0,0
7395-XWZOY,Male,0,0,0,20,0,No phone service,DSL,1,1,1,1,1,0,Month-to-month,1,Credit card (automatic),55.0,1165.55,0,58.28,0.9437,0,0,growing,5,1,1
7169-YWAMK,Male,0,1,1,72,1,No,DSL,1,1,0,1,1,0,Two year,0,Bank transfer (automatic),68.4,4855.35,0,67.44,1.0142,0,0,loyal,4,1,1
3640-PHQXK,Female,0,0,0,31,1,Yes,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.9,2806.9,1,90.55,0.9928,1,0,established,2,0,0
6877-LGWXO,Male,1,1,0,18,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,78.55,1422.65,1,79.04,0.9938,0,0,growing,1,0,0
6859-RKMZJ,Male,0,1,0,11,1,No,DSL,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),55.05,608.15,0,55.29,0.9957,0,1,early,1,0,1
2729-VNVAP,Female,0,1,1,33,1,No,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.8,641.35,0,19.43,1.019,0,0,established,0,0,1
2957-JIRMN,Female,1,0,0,62,1,Yes,Fiber optic,0,0,0,0,1,0,One year,0,Electronic check,84.45,4959.15,0,79.99,1.0558,0,0,loyal,1,0,0
2049-BAFNW,Female,0,0,0,1,0,No phone service,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,35.9,35.9,0,35.9,1.0,0,1,early,2,0,0
3842-QTGDL,Male,0,1,0,16,1,No,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),80.75,1321.3,0,82.58,0.9778,0,0,growing,2,0,1
7163-OCEQI,Male,0,1,1,22,1,Yes,DSL,0,0,1,1,1,1,One year,1,Mailed check,78.65,1663.75,0,75.62,1.0401,0,0,growing,4,1,0
9782-LGXMC,Female,0,1,1,49,1,No,DSL,1,0,1,1,0,0,Month-to-month,0,Bank transfer (automatic),61.75,3024.15,0,61.72,1.0005,0,0,loyal,3,1,1
5975-BAICR,Male,0,1,1,36,1,No,DSL,1,0,1,0,0,1,One year,1,Credit card (automatic),63.7,2188.5,0,60.79,1.0479,0,0,established,3,1,1
8019-ENHXU,Male,0,1,0,42,1,Yes,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Electronic check,99.45,4138.05,1,98.52,1.0094,1,0,established,4,1,0
5167-GBFRE,Male,1,0,0,4,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.2,102.5,1,25.62,0.9836,0,1,early,0,0,1
9033-EOXWV,Female,0,0,0,12,1,Yes,DSL,0,0,0,1,1,1,One year,0,Mailed check,74.05,872.65,1,72.72,1.0183,0,1,early,3,1,0
4673-KKSLS,Female,0,0,0,31,1,No,Fiber optic,1,0,1,1,0,0,Month-to-month,0,Electronic check,87.6,2724.25,0,87.88,0.9968,0,0,established,3,1,0
4853-OITSN,Male,0,1,0,5,1,Yes,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,89.15,413.25,0,82.65,1.0786,0,1,early,2,0,0
9800-OUIGR,Male,0,1,1,66,1,No,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.0,1374.2,0,20.82,0.9606,0,0,loyal,0,0,1
1324-NLTJE,Female,1,0,0,15,1,Yes,DSL,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),55.0,757.1,1,50.47,1.0898,0,0,growing,1,0,1
2324-EFHVG,Male,0,0,0,64,1,Yes,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.4,6692.65,0,104.57,0.9984,1,0,loyal,4,1,1
7094-MSZAO,Male,0,1,1,10,1,No,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.05,218.5,0,21.85,0.9176,0,1,early,0,0,1
1522-VVDMG,Male,0,1,1,7,1,No,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,89.75,608.8,1,86.97,1.032,0,1,early,3,1,0
6907-CQGPN,Male,0,0,0,29,0,No phone service,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,34.3,1004.75,0,34.65,0.9899,0,0,established,2,0,0
0780-XNZFN,Male,0,0,0,57,1,No,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.65,1125.6,0,19.75,1.0456,0,0,loyal,0,0,1
0239-OXEXL,Female,0,0,0,46,1,Yes,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Mailed check,84.25,3847.6,0,83.64,1.0073,0,0,established,2,0,0
2675-IJRGJ,Male,0,0,0,53,1,No,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.65,978.0,0,18.45,1.065,0,0,loyal,0,0,1
7049-GKVZY,Female,0,0,0,17,1,No,DSL,1,1,0,1,1,1,One year,0,Credit card (automatic),79.85,1387.35,0,81.61,0.9784,0,0,growing,5,1,1
8577-QSOCG,Female,0,1,1,38,1,No,No,0,0,0,0,0,0,Two year,1,Mailed check,20.2,746.05,0,19.63,1.029,0,0,established,0,0,0
3721-CNZHX,Male,0,0,0,15,1,No,No,0,0,0,0,0,0,One year,0,Mailed check,19.8,304.6,0,20.31,0.9749,0,0,growing,0,0,0
0212-ISBBF,Female,0,0,0,22,0,No phone service,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,50.35,1098.85,0,49.95,1.008,0,0,growing,3,1,0
9185-TQCVP,Male,0,1,0,14,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.15,1139.2,1,81.37,1.0465,0,0,growing,1,0,0
3585-YNADK,Female,0,1,0,57,1,Yes,DSL,0,1,1,1,1,0,One year,0,Bank transfer (automatic),74.6,4368.95,0,76.65,0.9733,0,0,loyal,4,1,1
5271-DBYSJ,Male,1,0,0,11,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),79.15,827.7,0,75.25,1.0518,0,1,early,1,0,1
1099-GODLO,Female,0,1,1,1,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,20.35,20.35,0,20.35,1.0,0,1,early,0,0,0
6828-HMKWP,Male,0,1,1,12,1,No,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),21.05,262.05,0,21.84,0.9638,0,1,early,0,0,1
5567-WSELE,Male,1,1,0,3,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.6,279.55,1,93.18,1.0152,1,1,early,2,0,0
1472-TNCWL,Male,0,0,1,36,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.7,3512.5,0,97.57,0.9706,1,0,established,3,1,0
8063-RJYNF,Male,0,0,0,16,1,No,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,94.25,1483.25,1,92.7,1.0167,1,0,growing,3,1,0
0687-ZVTHB,Male,0,1,1,65,1,Yes,DSL,1,1,1,0,0,1,One year,0,Credit card (automatic),72.45,4653.85,1,71.6,1.0119,0,0,loyal,4,1,1
2080-GKCWQ,Male,0,0,0,2,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,151.75,0,75.88,0.9877,0,1,early,1,0,0
9661-ACXBS,Female,0,0,0,42,1,Yes,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,105.2,4400.75,1,104.78,1.004,1,0,established,4,1,0
2193-SFWQW,Male,0,1,1,72,1,No,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),111.95,8033.1,0,111.57,1.0034,1,0,loyal,6,1,1
5656-JAMLX,Male,0,0,0,62,1,No,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.85,1253.65,0,20.22,0.9817,0,0,loyal,0,0,1
3462-BJQQA,Female,0,0,0,6,1,Yes,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,89.75,552.65,0,92.11,0.9744,0,1,early,2,0,0
0442-TDYUO,Male,0,1,0,48,1,No,No,0,0,0,0,0,0,Two year,1,Mailed check,20.05,1036.0,0,21.58,0.9291,0,0,established,0,0,0
6733-LRIZX,Male,0,0,0,35,1,Yes,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,108.95,4025.5,0,115.01,0.9473,1,0,established,5,1,0
9503-XJUME,Male,0,0,1,52,1,No,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.65,928.4,0,17.85,1.1008,0,0,loyal,0,0,1
4367-NHWMM,Female,0,0,0,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.9,24.9,0,24.9,1.0,0,1,early,0,0,0
3727-RJMEO,Male,0,1,0,6,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,82.85,460.25,1,76.71,1.08,0,1,early,1,0,0
3779-OSWCF,Female,0,1,0,71,1,Yes,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),93.2,6506.15,0,91.64,1.017,1,0,loyal,6,1,1
6736-DHUQI,Female,0,1,1,67,1,No,Fiber optic,1,1,1,0,0,0,One year,0,Bank transfer (automatic),84.8,5598.3,0,83.56,1.0148,0,0,loyal,3,1,1
3915-ODIYG,Male,1,0,0,60,1,Yes,DSL,1,1,0,0,0,1,One year,1,Electronic check,71.75,4374.55,0,72.91,0.9841,0,0,loyal,3,1,0
1360-RCYRT,Male,0,1,1,23,0,No phone service,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),30.35,678.75,0,29.51,1.0285,0,0,growing,1,0,1
2724-FJDYW,Male,0,0,1,39,0,No phone service,DSL,0,0,1,1,1,1,One year,0,Bank transfer (automatic),54.85,2191.7,0,56.2,0.976,0,0,established,4,1,1
4451-RWASJ,Male,0,1,1,15,1,No,No,0,0,0,0,0,0,One year,1,Mailed check,19.5,239.75,0,15.98,1.2203,0,0,growing,0,0,0
6646-VRFOL,Male,1,1,0,53,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.85,5485.5,1,103.5,1.0034,1,0,loyal,4,1,0
3460-TJBWI,Male,0,1,1,24,1,Yes,No,0,0,0,0,0,0,Two year,0,Mailed check,24.2,609.05,0,25.38,0.9535,0,0,growing,0,0,0
5917-HBSDW,Female,0,1,1,37,1,No,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.35,683.75,0,18.48,1.0471,0,0,established,0,0,0
5685-IIXLY,Female,0,1,1,5,1,No,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,83.6,404.2,1,80.84,1.0341,0,1,early,2,0,0
5671-UUNXD,Female,1,1,0,50,1,Yes,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.65,5189.75,0,103.8,0.9697,1,0,loyal,3,1,0
0956-ACVZC,Female,0,0,0,54,1,No,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),94.1,5060.9,0,93.72,1.0041,1,0,loyal,3,1,1
2325-NBPZG,Female,0,0,0,3,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.55,233.65,0,77.88,0.9572,0,1,early,1,0,0
4250-ZBWLV,Male,0,0,0,68,1,Yes,Fiber optic,0,1,1,1,1,1,One year,0,Electronic check,108.45,7176.55,1,105.54,1.0276,1,0,loyal,5,1,0
4482-FTFFX,Male,0,0,0,5,1,No,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,56.15,291.45,0,58.29,0.9633,0,1,early,2,0,0
8859-DZTGQ,Male,0,0,0,33,1,No,No,0,0,0,0,0,0,Two year,0,Mailed check,20.35,689.75,0,20.9,0.9737,0,0,established,0,0,0
0440-MOGPM,Female,0,0,0,41,1,Yes,DSL,0,1,1,0,1,1,One year,1,Electronic check,80.55,3263.9,0,79.61,1.0118,0,0,established,4,1,0
0020-JDNXP,Female,0,1,1,34,0,No phone service,DSL,1,0,1,1,1,1,One year,0,Mailed check,61.25,1993.2,0,58.62,1.0449,0,0,established,5,1,0
3752-CQSJI,Female,0,1,1,13,1,No,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.45,254.5,0,19.58,1.0444,0,0,growing,0,0,0
5025-GOOKI,Female,0,0,0,20,1,No,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),18.9,347.65,0,17.38,1.0875,0,0,growing,0,0,1
4698-KVLLG,Female,1,0,0,51,1,No,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.6,967.9,0,18.98,1.0327,0,0,loyal,0,0,1
5095-AESKG,Female,0,1,0,3,1,Yes,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),91.5,242.95,1,80.98,1.1299,1,1,early,2,0,1
2887-JPYLU,Female,0,0,1,41,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),45.2,1841.9,0,44.92,1.0062,0,0,established,0,0,1
4770-QAZXN,Female,0,0,0,13,1,No,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.45,232.1,0,17.85,1.0896,0,0,growing,0,0,1
4896-CPRPF,Male,0,1,1,35,1,Yes,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.45,809.25,0,23.12,1.1008,0,0,established,0,0,1
1871-MOWRM,Male,0,1,0,12,1,No,Fiber optic,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),80.85,866.45,1,72.2,1.1198,0,1,early,2,0,1
9714-EDSUC,Male,0,0,0,4,1,No,Fiber optic,1,1,0,1,0,1,Month-to-month,1,Mailed check,94.9,360.55,0,90.14,1.0528,1,1,early,4,1,0
2027-OAQQC,Female,0,0,0,43,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),49.05,2076.2,1,48.28,1.0159,0,0,established,3,1,1
